Extinction values from SAGE and SAM satellites Averaged over Feb - Nov 81 and  
Oct 84 - Dec 90 for both SAM and SAGE data. Principal Investigator:  
Matt Hitchman; University of Wisconsin-Madison, 
Dept of Atmospheric and Oceanic Sciences. Phone: (608) 262-4653 
Email:  matt@adams.meteor.wisc.edu     Ref:  JGR 1993. 
This is the total average for the above time frame. This data is 
from 85 S to 85 N, from 6km to 35km.  A flag of -999.00 is used 
for 'missing' data. Units are 10-4 km-1. 
1 35 30  
5 7i3
-85  -80  -75  -70  -65  -60  -55  
-50  -45  -40  -35  -30  -25  -20  
-15  -10   -5    0    5   10   15   
 20   25   30   35   40   45   50  
 55   60   65   70   75   80   85
2 15i2 
6  7  8  9  10 11 12 13 14 15 16 17 18 19 20 
21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 
210 5f10.2
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00        3.87        4.54        5.28
      5.44        5.56        5.50        4.79        3.38
      2.14        1.40        1.02        0.80        0.62
      0.44        0.31        0.21        0.15        0.11
      0.08        0.06        0.05        0.05        0.05
      0.02        0.01        0.01        0.01        0.01
   -999.00     -999.00        5.08        5.35        5.50
      5.42        5.47        5.37        4.85        3.91
      2.93        2.14        1.57        1.16        0.83
      0.57        0.39        0.27        0.20        0.15
      0.10        0.08        0.06        0.05        0.05
      0.02        0.01        0.01        0.01        0.01
   -999.00     -999.00        4.96        5.55        5.64
      5.31        5.33        5.08        4.50        3.70
      2.87        2.19        1.68        1.25        0.91
      0.65        0.47        0.35        0.25        0.18
      0.13        0.10        0.08        0.06        0.05
      0.02        0.02        0.02        0.01        0.01
   -999.00     -999.00        5.40        6.25        6.11
      5.62        5.40        5.16        4.79        4.23
      3.51        2.76        2.10        1.56        1.13
      0.81        0.59        0.43        0.32        0.23
      0.17        0.12        0.09        0.06        0.05
      0.02        0.02        0.02        0.01        0.01
   -999.00     -999.00        5.12        6.58        5.74
      4.98        4.57        4.24        3.94        3.62
      3.10        2.53        1.98        1.51        1.12
      0.81        0.57        0.40        0.28        0.19
      0.14        0.10        0.07        0.05        0.04
      0.03        0.02        0.02        0.02        0.02
   -999.00     -999.00        4.18        6.07        5.58
      4.75        4.38        4.14        4.18        4.17
      3.91        3.40        2.72        2.06        1.52
      1.08        0.76        0.51        0.33        0.22
      0.14        0.10        0.07        0.05        0.04
      0.03        0.02        0.02        0.02        0.02
   -999.00     -999.00        4.96        5.52        5.33
      5.06        4.53        4.19        4.19        4.31
      4.23        3.87        3.27        2.60        1.97
      1.45        1.03        0.71        0.48        0.31
      0.20        0.13        0.08        0.06        0.04
      0.03        0.03        0.02        0.02        0.02
   -999.00     -999.00        4.48        5.21        5.48
      4.77        4.29        3.84        3.73        3.92
      4.07        3.92        3.44        2.81        2.18
      1.65        1.19        0.84        0.60        0.40
      0.26        0.17        0.11        0.07        0.05
      0.04        0.03        0.02        0.02        0.02
   -999.00     -999.00        6.72        4.85        5.12
      4.27        3.79        3.39        3.26        3.48
      3.81        4.00        3.72        3.13        2.46
      1.83        1.33        0.94        0.66        0.45
      0.29        0.19        0.12        0.08        0.06
      0.04        0.03        0.02        0.02        0.02
   -999.00     -999.00     -999.00        4.97        4.77
      4.04        3.47        3.05        2.88        2.98
      3.37        3.86        3.97        3.47        2.72
      2.02        1.47        1.05        0.75        0.52
      0.34        0.22        0.14        0.09        0.06
      0.04        0.03        0.03        0.02        0.02
   -999.00     -999.00     -999.00     -999.00        3.38
      3.05        2.64        2.62        2.49        2.45
      2.75        3.32        3.91        3.81        3.07
      2.29        1.69        1.22        0.87        0.61
      0.42        0.27        0.17        0.11        0.08
      0.05        0.04        0.03        0.02        0.02
   -999.00     -999.00     -999.00        1.53        1.46
      1.64        2.37        2.03        2.19        2.13
      2.34        2.71        3.64        3.96        3.42
      2.68        2.07        1.53        1.11        0.76
      0.53        0.36        0.23        0.15        0.10
      0.07        0.05        0.04        0.03        0.02
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00        1.77
      2.06        2.37        3.26        4.19        3.99
      3.29        2.62        2.04        1.50        1.07
      0.75        0.51        0.34        0.22        0.14
      0.10        0.06        0.04        0.03        0.02
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00        1.66
      1.97        2.30        3.08        4.51        4.72
      4.21        3.56        2.87        2.17        1.54
      1.04        0.70        0.48        0.31        0.19
      0.12        0.08        0.05        0.04        0.03
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00        2.37
      2.09        2.39        3.15        4.88        5.53
      5.03        4.31        3.45        2.58        1.86
      1.27        0.85        0.56        0.36        0.22
      0.14        0.09        0.06        0.04        0.03
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00        3.95
      2.32        2.44        3.06        5.30        6.98
      6.08        4.84        3.77        2.83        2.10
      1.46        0.99        0.65        0.40        0.24
      0.15        0.09        0.06        0.04        0.03
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
      2.70        2.48        2.89        5.59        8.06
      7.12        5.46        4.11        3.07        2.26
      1.53        1.04        0.66        0.41        0.24
      0.15        0.09        0.06        0.04        0.03
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
      2.64        2.42        2.79        5.37        8.01
      6.83        5.47        4.10        2.90        2.06
      1.44        0.99        0.63        0.39        0.23
      0.14        0.08        0.05        0.04        0.03
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00     -999.00     -999.00
      2.45        2.36        2.79        5.12        6.66
      5.68        4.72        3.48        2.46        1.77
      1.26        0.88        0.57        0.34        0.20
      0.12        0.07        0.05        0.03        0.02
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00        3.86        1.89
      2.37        2.28        2.87        4.49        5.14
      4.44        3.66        2.78        2.00        1.43
      1.02        0.74        0.48        0.29        0.18
      0.11        0.07        0.04        0.03        0.02
   -999.00     -999.00     -999.00     -999.00     -999.00
   -999.00     -999.00     -999.00        1.74        2.47
      2.28        2.42        3.24        4.35        4.35
      3.65        2.96        2.19        1.55        1.10
      0.80        0.57        0.37        0.23        0.14
      0.09        0.06        0.04        0.03        0.02
   -999.00     -999.00     -999.00     -999.00     -999.00
      1.87        1.33        1.71        2.27        2.36
      2.48        2.89        3.63        4.15        3.70
