! Average Solar flux (units :  photons cm-2 s-1 on wl interval : NOT per nm !)
! and its variability (relative variation between solar min and solar max)
! Source : SOLSTICE (satellite UARS) AVERAGE, contact G. Rottman (NCAR/HAO)
            171    ...is the number of wavelength intervals (data lines)
!  wavelength interval | Solar flux  | solar variability (max-min)/min
!  no  from(nm) to(nm) |(phot/cm2/s) |      (no units)
!---------------------------------------------------------------------
   1   116.30   117.00    6.880E+08     0.
   2   117.00   117.60    2.790E+09     0.
   3   117.60   118.30    7.300E+08     0.
   4   118.30   119.00    6.510E+08     0.
   5   119.00   119.80    2.575E+09     0.43
   6   119.80   120.50    2.970E+09     0.49
   7   120.50   121.20    9.500E+09     0.71
   8   121.59   121.59    4.880E+11     0.70
   9   121.20   122.00    6.485E+09     0.61
  10   122.00   122.70    3.475E+09     0.36
  11   122.70   123.50    1.680E+09     0.30
  12   123.50   124.20    2.225E+09     0.42
  13   124.20   125.00    1.575E+09     0.35
  14   125.00   125.80    1.380E+09     0.30
  15   125.80   126.60    2.650E+09     0.43
  16   126.60   127.40    1.210E+09     0.33
  17   127.40   128.20    1.335E+09     0.28
  18   128.20   129.00    9.315E+08     0.21
  19   129.00   129.90    1.275E+09     0.34
  20   129.90   130.70    1.008E+10     0.28
  21   130.70   131.60    2.975E+09     0.28
  22   131.60   132.40    1.305E+09     0.14
  23   132.40   133.30    2.150E+09     0.22
  24   133.30   134.20    1.455E+10     0.35
  25   134.20   135.10    1.415E+09     0.19
  26   135.10   136.00    2.940E+09     0.15
  27   136.00   137.00    2.150E+09     0.18
  28   137.00   137.90    2.020E+09     0.17
  29   137.90   138.90    2.240E+09     0.15
  30   138.90   140.80    1.189E+10     0.41
  31   140.80   142.80    6.795E+09     0.15
  32   142.80   144.90    8.515E+09     0.15
  33   144.90   147.00    1.032E+10     0.14
  34   147.00   149.20    1.515E+10     0.12
  35   149.20   151.50    1.625E+10     0.12
  36   151.50   153.80    2.265E+10     0.17
  37   153.80   156.20    4.295E+10     0.21
  38   156.20   158.70    3.610E+10     0.14
  39   158.70   161.30    4.165E+10     0.13
  40   161.30   163.90    5.705E+10     0.14
  41   163.90   166.70    9.360E+10     0.15
